Date,USDCOPV1W Curncy,USDCOPV1M Curncy,USDCOPV2M Curncy,USDCOPV3M Curncy,USDCOPV6M Curncy,USDCOPV9M Curncy,USDCOPV1Y Curncy,USDCOP25R1W Curncy,USDCOP25R1M Curncy,USDCOP25R2M Curncy,USDCOP25R3M Curncy,USDCOP25R6M Curncy,USDCOP25R9M Curncy,USDCOP25R1Y Curncy,USDCOP10R1W Curncy,USDCOP10R1M Curncy,USDCOP10R2M Curncy,USDCOP10R3M Curncy,USDCOP10R6M Curncy,USDCOP10R9M Curncy,USDCOP10R1Y Curncy,USDCOP25B1W Curncy,USDCOP25B1M Curncy,USDCOP25B2M Curncy,USDCOP25B3M Curncy,USDCOP25B6M Curncy,USDCOP25B9M Curncy,USDCOP25B1Y Curncy,USDCOP10B1W Curncy,USDCOP10B1M Curncy,USDCOP10B2M Curncy,USDCOP10B3M Curncy,USDCOP10B6M Curncy,USDCOP10B9M Curncy,USDCOP10B1Y Curncy
1/1/2007,9,9.7,9.9,10,10.3,10.7547,10.7,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.909
2/1/2007,9,9.7,9.9,10,10.3,10.7547,10.7,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.909
3/1/2007,9,9.7,9.9,10,10.3,10.7547,10.7,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.909
4/1/2007,10.0159,10.0072,10.0062,10.0058,10.5051,10.7547,11.0043,1.4454,1.4454,1.5642,1.683,1.9206,2.2374,2.4057,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.303,0.303,0.4893,0.303,0.303,0.303,0.3081,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
5/1/2007,9.3,9.9,10.1,10.2,10.5,10.7547,10.9,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
6/1/2007,9.3,9.9,10.1,10.2,10.5,10.7547,10.9,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
7/1/2007,9.3,9.9,10.1,10.2,10.5,10.7547,10.9,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
8/1/2007,9.3,9.9,10.1,10.2,10.5,10.7547,10.9,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
9/1/2007,9.3,9.9,10.1,10.2,10.5,10.7547,10.9,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
10/1/2007,10,10.5,10.5,10.5,11,10.7547,11,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
11/1/2007,10,10.5,10.5,10.5,11,10.7547,11,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
12/1/2007,10,10.5,10.5,10.5,11,10.7547,11,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
13/1/2007,10,10.5,10.5,10.5,11,10.7547,11,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
14/1/2007,10,10.5,10.5,10.5,11,10.7547,11,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
15/1/2007,9.5,10,10.2,10.3,10.8,10.7547,11,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
16/1/2007,9,9.5,9.8,10,10.5,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.9141,0.9141,0.909,0.909,0.9141,0.9141
17/1/2007,9,9.5,9.8,10,10.5,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8017,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.909,0.9141,0.9141,0.9141,0.9141,0.9141,0.909
18/1/2007,9,9.5,9.8,10,10.5,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8017,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.9141,0.9141,0.9141,0.9141,0.9141,0.909
19/1/2007,9.2659,9.2574,9.5062,9.7558,10.5051,10.7547,11.0044,1.4553,1.4553,1.5741,1.6929,1.9206,2.2473,2.4057,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.3081,0.3081,0.4893,0.3081,0.303,0.3081,0.3081,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
20/1/2007,9.2659,9.2574,9.5062,9.7558,10.5051,10.7547,11.0044,1.4553,1.4553,1.5741,1.6929,1.9206,2.2473,2.4057,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.3081,0.3081,0.4893,0.3081,0.303,0.3081,0.3081,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
21/1/2007,9.2659,9.2574,9.5062,9.7558,10.5051,10.7547,11.0044,1.4553,1.4553,1.5741,1.6929,1.9206,2.2473,2.4057,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.3081,0.3081,0.4893,0.3081,0.303,0.3081,0.3081,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
22/1/2007,9,9,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
23/1/2007,9,9,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
24/1/2007,9,9,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
25/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
26/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
27/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
28/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
29/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
30/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
31/1/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2473,2.5,2.4156,2.4255,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.3081,0.7053,0.909,0.9141,0.909,0.9141,0.909,0.909,0.909
1/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
2/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
3/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
4/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
5/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
6/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
7/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
8/2/2007,9,9.5,9.5,9.8,10.3,10.7547,10.8,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4156,2.4156,2.6136,2.8116,3.1977,3.7323,3.9996,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.9141,0.909,0.909,0.909,0.909,0.9141,0.909
9/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
10/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
11/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
12/2/2007,8.7,8.7,9.1,9.4,9.9,10.2547,10.6,0.7,1.3,1.5,1.6,2,2.2374,2.5,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
13/2/2007,8.7,8.7,9.1,9.3,9.9,10.2547,10.6,0.7,1.3,1.7,1.8,2.1,2.2374,2.5,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
14/2/2007,8.7,8.7,9.1,9.3,9.9,10.2547,10.6,0.7,1.3,1.7,1.8,2.1,2.2374,2.5,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
15/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
16/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
17/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
18/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
19/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
20/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
21/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
22/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
23/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
24/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
25/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
26/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
27/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
28/2/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
1/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
2/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
3/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
4/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
5/3/2007,10,9.8,9.85,9.7,10.2,10.2547,11.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
6/3/2007,10,9.8,9.85,9.7,10.2,10.2547,11.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
7/3/2007,9.5,9,8.35,8.15,8.4,10.2547,10.5,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
8/3/2007,9.5,8.8,8.2,8.05,8.3,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
9/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
10/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
11/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
12/3/2007,9.5,8.8,8.2,8.05,8.3,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
13/3/2007,9.5,8.8,8.2,8.05,8.3,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
14/3/2007,9.5,8.8,8.2,8.05,8.3,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
15/3/2007,9.5,8.8,8.2,8.05,8.3,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
16/3/2007,9,8.5,8.7,8.8,9,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
17/3/2007,9,8.5,8.7,8.8,9,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
18/3/2007,9,8.5,8.7,8.8,9,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
19/3/2007,9,8.5,8.7,8.8,9,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.6053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
20/3/2007,9,8.5,8.7,8.8,9,10.2547,9.2,2.2,2.3,2.3,2.3,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
21/3/2007,8.7659,8.758,9.0062,9.2558,10.0051,10.2547,10.5043,1.4553,1.4553,1.5741,1.6929,1.9206,2.2374,2.4057,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.3081,0.3081,0.4893,0.3081,0.303,0.303,0.3081,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
22/3/2007,9.5,8.75,8.75,8.8,9,10.2547,9.2,2,2,2.25,2.5,2.6,2.2374,3,2.4255,2.4156,2.6136,2.8215,3.1977,3.7323,4.0095,0.4585,0.4795,0.4893,0.544,0.618,0.303,0.7053,0.909,0.909,0.909,0.9141,0.9141,0.9141,0.9141
