Date,USDCOPV1W Curncy,USDCOPV1M Curncy,USDCOPV2M Curncy,USDCOPV3M Curncy,USDCOPV6M Curncy,USDCOPV9M Curncy,USDCOPV1Y Curncy,USDCOP25R1W Curncy,USDCOP25R1M Curncy,USDCOP25R2M Curncy,USDCOP25R3M Curncy,USDCOP25R6M Curncy,USDCOP25R9M Curncy,USDCOP25R1Y Curncy,USDCOP10R1W Curncy,USDCOP10R1M Curncy,USDCOP10R2M Curncy,USDCOP10R3M Curncy,USDCOP10R6M Curncy,USDCOP10R9M Curncy,USDCOP10R1Y Curncy,USDCOP25B1W Curncy,USDCOP25B1M Curncy,USDCOP25B2M Curncy,USDCOP25B3M Curncy,USDCOP25B6M Curncy,USDCOP25B9M Curncy,USDCOP25B1Y Curncy,USDCOP10B1W Curncy,USDCOP10B1M Curncy,USDCOP10B2M Curncy,USDCOP10B3M Curncy,USDCOP10B6M Curncy,USDCOP10B9M Curncy,USDCOP10B1Y Curncy
18/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
19/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
20/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
21/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
22/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
23/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
24/2/2008,14.5453,13.0223,13.2653,13.3628,13.509,13.5074,13.7565,2.574,2.5938,2.5938,2.5938,2.5839,2.5839,2.574,4.257,4.2867,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3535,0.404,0.9191,0.4899,0.505,1.207,1.4191,1.414,1.515,1.5201,1.717,1.8231
25/2/2008,14.5453,13.5223,13.5157,13.513,13.509,13.5074,13.7565,2.574,2.5938,2.5839,2.5839,2.5839,2.5839,2.5839,4.2669,4.2768,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.515,1.5201,1.7221,1.818
26/2/2008,14.5453,13,12.75,12.64,12.75,13.5074,12.75,2.574,2.5938,2.5839,2.5839,2.5839,2.5839,2.5839,4.2669,4.2768,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.515,1.5201,1.7221,1.818
27/2/2008,14.5453,14.0223,13.5154,13.5127,13.509,13.5074,13.7565,2.574,2.574,2.5839,2.5839,2.5839,2.574,2.574,4.2669,4.2669,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.505,1.212,1.4191,1.4191,1.515,1.5201,1.7221,1.818
28/2/2008,14.5453,14.0223,13.5154,13.5127,13.509,13.5074,13.7565,2.574,2.574,2.5839,2.5839,2.5839,2.574,2.574,4.2669,4.2669,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.505,1.212,1.4191,1.4191,1.515,1.5201,1.7221,1.818
29/2/2008,14.5453,14.0223,13.5154,12.74,13.509,13.5074,13.7565,2.574,2.574,2.5839,2.5839,2.5839,2.574,2.574,4.2669,4.2669,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.505,1.212,1.4191,1.4191,1.515,1.5201,1.7221,1.818
1/3/2008,14.5453,14.0223,13.5154,12.74,13.509,13.5074,13.7565,2.574,2.574,2.5839,2.5839,2.5839,2.574,2.574,4.2669,4.2669,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.505,1.212,1.4191,1.4191,1.515,1.5201,1.7221,1.818
2/3/2008,14.5453,14.0223,13.5154,12.74,13.509,13.5074,13.7565,2.574,2.574,2.5839,2.5839,2.5839,2.574,2.574,4.2669,4.2669,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.505,1.212,1.4191,1.4191,1.515,1.5201,1.7221,1.818
3/3/2008,14.5453,14.0223,13.5154,13.5127,13.509,13.5074,13.7565,2.574,2.574,2.5839,2.5839,2.5839,2.574,2.574,4.2669,4.2669,4.2768,4.2768,4.2669,4.2669,4.257,0.303,0.3535,0.3586,0.4091,0.9191,0.4899,0.505,1.212,1.4191,1.4191,1.515,1.5201,1.7221,1.818
4/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
5/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
6/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
7/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
8/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
9/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
10/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
11/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
12/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
13/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
14/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
15/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
16/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
17/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
18/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
19/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
20/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
21/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
22/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
23/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
24/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.4596,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
25/3/2008,15.0453,14.5219,14.04,13.75,13.75,14.0074,13.5,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
26/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
27/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
28/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
29/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
30/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
31/3/2008,15.0453,14.5219,14.266,14.2626,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
1/4/2008,15.0453,14.5219,14.05,14,14.259,14.0074,14.0065,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
2/4/2008,15.0453,14.09,13.82,14,14,14.0074,14,2.574,2.574,2.5839,2.574,2.5839,2.574,2.5839,4.2471,4.257,4.2669,4.257,4.257,4.257,4.2471,0.303,0.3788,0.3586,0.404,0.9191,0.4899,0.5101,1.212,1.414,1.414,1.5403,1.515,1.7221,1.8231
3/4/2008,14.7375,14.28,14.41,14.41,14.41,14.12,14.005,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.5725,4.5725,4.5625,4.57,4.57,4.5625,0.305,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.215,1.4175,1.4175,1.5425,1.515,1.72,1.825
4/4/2008,14.835,14.5075,14.435,14.425,14.41,14.135,14.03,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.57,4.5625,4.57,4.57,4.5625,0.305,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.215,1.4175,1.4175,1.5425,1.515,1.72,1.825
5/4/2008,14.835,14.5075,14.435,14.425,14.41,14.135,14.03,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.57,4.5625,4.57,4.57,4.5625,0.305,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.215,1.4175,1.4175,1.5425,1.515,1.72,1.825
6/4/2008,14.835,14.5075,14.435,14.425,14.41,14.135,14.03,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.57,4.5625,4.57,4.57,4.5625,0.305,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.215,1.4175,1.4175,1.5425,1.515,1.72,1.825
7/4/2008,15.04,14.51,14.4,14.3975,14.395,14.185,14.065,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.405,4.4075,4.405,4.4025,4.4025,4.405,4.4025,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.8025,1.1075,1.3075,1.4,1.5425,1.515,1.72,1.825
8/4/2008,15.03,14.47,14.255,14.255,14.255,14.115,14.065,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.405,4.4075,4.405,4.4,4.405,4.405,4.4025,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.8025,1.1075,1.3075,1.4,1.5425,1.515,1.72,1.825
9/4/2008,14.92,13.6675,13.505,13.505,13.51,13.375,13.415,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.57,4.5725,4.565,4.57,4.57,4.5625,0.3075,0.3825,0.3625,0.4075,0.455,0.4925,0.5125,1.1025,1.3775,1.4175,1.5425,1.515,1.72,1.825
10/4/2008,14.77,13.44,13.4325,13.47,13.655,13.76,14.015,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.5725,4.57,4.565,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.455,0.4925,0.5125,1.1025,1.3775,1.4175,1.5425,1.515,1.72,1.825
11/4/2008,15.04,14.4175,14.105,13.9875,13.715,13.78,14.005,2.725,2.725,2.725,2.725,2.7225,2.7175,2.7225,4.5675,4.5725,4.5725,4.565,4.5675,4.5675,4.5625,0.3075,0.38,0.36,0.4075,0.455,0.4925,0.5125,1.1025,1.375,1.4175,1.5425,1.515,1.72,1.825
12/4/2008,15.04,14.4175,14.105,13.9875,13.715,13.78,14.005,2.725,2.725,2.725,2.725,2.7225,2.7175,2.7225,4.5675,4.5725,4.5725,4.565,4.5675,4.5675,4.5625,0.3075,0.38,0.36,0.4075,0.455,0.4925,0.5125,1.1025,1.375,1.4175,1.5425,1.515,1.72,1.825
13/4/2008,15.04,14.4175,14.105,13.9875,13.715,13.78,14.005,2.725,2.725,2.725,2.725,2.7225,2.7175,2.7225,4.5675,4.5725,4.5725,4.565,4.5675,4.5675,4.5625,0.3075,0.38,0.36,0.4075,0.455,0.4925,0.5125,1.1025,1.375,1.4175,1.5425,1.515,1.72,1.825
14/4/2008,15.04,14.4775,14.185,14.1075,13.78,13.8,14,2.725,2.725,2.725,2.725,2.7225,2.7175,2.7225,4.5675,4.5725,4.5725,4.5675,4.57,4.5675,4.5625,0.3075,0.38,0.36,0.4075,0.455,0.4925,0.5125,1.0825,1.39,1.4175,1.5425,1.515,1.72,1.825
15/4/2008,14.99,14.125,13.825,13.54,13.33,13.19,13.22,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.5675,4.57,4.565,4.5675,4.5675,4.565,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.2125,1.415,1.415,1.54,1.515,1.7225,1.8225
16/4/2008,14.905,13.835,13.715,13.35,13.0875,12.815,12.7175,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.5675,4.57,4.5625,4.5675,4.57,4.565,0.3075,0.3825,0.3625,0.405,0.4525,0.4925,0.5125,1.2125,1.415,1.415,1.54,1.515,1.7225,1.8225
17/4/2008,15.01,14.21,13.97,13.83,13.515,13.35,13.345,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.2125,1.415,1.415,1.54,1.515,1.72,1.825
18/4/2008,15.015,14.14,13.825,13.66,13.49,13.34,13.345,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.2125,1.415,1.415,1.54,1.515,1.72,1.825
19/4/2008,15.015,14.14,13.825,13.66,13.49,13.34,13.345,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.2125,1.415,1.415,1.54,1.515,1.72,1.825
20/4/2008,15.015,14.14,13.825,13.66,13.49,13.34,13.345,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.565,4.57,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.2125,1.415,1.415,1.54,1.515,1.72,1.825
21/4/2008,15.145,15.28,14.61,14.2075,13.75,13.37,13.205,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.5725,4.5725,4.565,4.5675,4.57,4.565,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.4125,1.4175,1.5425,1.515,1.72,1.825
22/4/2008,14.755,13.675,13.205,12.83,12.51,12.42,12.48,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.57,4.5675,4.565,4.57,4.57,4.565,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.41,1.415,1.54,1.515,1.72,1.825
23/4/2008,14.85,13.425,13.12,12.87,12.61,12.57,12.65,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.57,4.5675,4.565,4.57,4.57,4.565,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.41,1.415,1.54,1.515,1.72,1.825
24/4/2008,14.95,13.51,13.24,13.01,12.745,12.71,12.78,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.5675,4.57,4.5675,4.565,4.57,4.57,4.565,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.41,1.415,1.54,1.515,1.72,1.825
25/4/2008,15.055,14.0275,13.26,13.115,13.195,13.19,13.295,2.725,2.725,2.7225,2.7225,2.7225,2.72,2.7225,4.5675,4.5725,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.4125,1.415,1.54,1.515,1.72,1.825
26/4/2008,15.055,14.0275,13.26,13.115,13.195,13.19,13.295,2.725,2.725,2.7225,2.7225,2.7225,2.72,2.7225,4.5675,4.5725,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.4125,1.415,1.54,1.515,1.72,1.825
27/4/2008,15.055,14.0275,13.26,13.115,13.195,13.19,13.295,2.725,2.725,2.7225,2.7225,2.7225,2.72,2.7225,4.5675,4.5725,4.5675,4.5625,4.5675,4.5675,4.5625,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.1125,1.4125,1.415,1.54,1.515,1.72,1.825
28/4/2008,14.875,13.265,13.445,13.605,13.695,13.635,13.755,2.725,2.7225,2.7225,2.7225,2.7225,2.7175,2.7225,4.57,4.5725,4.5675,4.5625,4.5675,4.57,4.565,0.3075,0.3825,0.3625,0.4075,0.4525,0.4925,0.5125,1.0875,1.41,1.41,1.54,1.515,1.7225,1.825
29/4/2008,15.135,14.855,13.9625,13.535,13.12,12.955,13.085,2.725,2.725,2.7225,2.7225,2.7225,2.7175,2.7225,4.57,4.575,4.57,4.5625,4.57,4.57,4.5625,0.3075,0.3825,0.3625,0.4075,0.455,0.4925,0.5125,1.0875,1.41,1.4125,1.5425,1.515,1.72,1.825
30/4/2008,10.6875,11.395,11.8,12.28,12.625,12.99,13.575,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4975,2.49,2.905,3.32,3.7325,4.0125,4.1475,0.23,0.255,0.2875,0.3075,0.3575,0.4225,0.4625,1.215,1.42,1.42,1.52,1.52,1.72,1.82
1/5/2008,10.5625,11.025,11.725,12.22,12.68,13.075,13.66,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.905,3.32,3.7325,4.0075,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
2/5/2008,10.4475,10.835,11.475,11.915,12.275,12.84,13.56,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.9075,3.32,3.7325,4.01,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
3/5/2008,10.4475,10.835,11.475,11.915,12.275,12.84,13.56,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.9075,3.32,3.7325,4.01,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
4/5/2008,10.4475,10.835,11.475,11.915,12.275,12.84,13.56,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.9075,3.32,3.7325,4.01,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
5/5/2008,10.5025,10.76,11.385,11.93,12.32,12.91,13.655,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.9075,3.32,3.7325,4.01,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
6/5/2008,10.6675,11.2425,11.56,11.93,12.3,12.8975,13.64,1.4875,1.4875,1.735,1.98,2.2275,2.395,2.475,2.4875,2.4875,2.91,3.32,3.7325,4.01,4.1575,0.405,0.41,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
7/5/2008,11.1675,12.465,12.54,12.68,12.76,13.125,13.61,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.905,3.3225,3.7325,4.01,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.615,1.62
8/5/2008,10.6675,11.995,12.305,12.51,12.695,13.1,13.665,1.4875,1.485,1.7325,1.98,2.2275,2.395,2.475,2.4875,2.485,2.9075,3.3225,3.7325,4.01,4.1575,0.405,0.4125,0.4725,0.5125,0.5675,0.5975,0.6125,1.265,1.27,1.315,1.42,1.62,1.6175,1.62
